#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,AIRCRAFT_TYPE
'I','4B0D6D','Pilatus PC-6','HB-FCF','FCF','Y','Y','2'
'I','4B0E3A','Pilatus PC-6','HB-FKC','FKC','Y','Y','2'
'F','4B0E3F','Pilatus PC-6','HBFKH','FKH','Y','Y','2'
'I','4B0E43','Pilatus PC-6','HB-FKL','FGS','Y','Y','2'
'F','4B0E44','Pilatus PC-6','HBFKM','FKM','Y','Y','2'
'I','4B0EA6','Pilatus PC-12','HB-FOG','FOG','Y','Y','2'
'I','4B0F70','Pilatus PC-12','HB-FWA','FOC','Y','Y','2'
'O','4B1052','Ka-7','HA-5072','72','Y','Y','1'
'F','4B1305','AS202/32TP Turbo Bravo','HB-HFH','HFH','Y','Y','2'
'I','4B1307','AS202/32TP Turbo Bravo','HB-HFJ','','Y','Y','2'
'I','4B15EE','Arcus M','D-KSMA','MA','Y','Y','1'
'O','4B165B','VSO-10','OK-3522','PIX','Y','Y','1'
'I','4B1A7E','DR-400','HB-KAW','','Y','Y','2'
'F','4B1A8C','DR-400','HB-KBK','BK','Y','Y','2'
'I','4B1A97','DR-400','HB-KBV','','Y','Y','2'
'I','4B1A99','DR-400','HB-KBX','','Y','Y','2'
'F','4B1AA0','Maule M-7-235','HB-KCE','CE','Y','Y','2'
'I','4B1AA4','Husky A-1','HB-KCI','KCI','Y','Y','2'
'I','4B1AA5','DR-400','HB-KCJ','','Y','Y','2'
'F','4B1AAE','DR-400','HB-KCS','','Y','Y','2'
'I','4B1AC2','Maule M-7','HB-KDM','','Y','Y','2'
'I','4B1AC4','DR-400','HB-KDO','KDO','Y','Y','2'
'I','4B1ACB','DR-400','HB-KDV','','Y','Y','2'
'I','4B1AD7','DR-300','HB-KEH','KEH','Y','Y','2'
'I','4B1ADB','Motorplane','HBKEL','','Y','Y','2'
'I','4B1AEC','Maule M-7','HB-KFC','KFC','Y','Y','2'
'F','4B1AF1','DR-400','HB-KFH','','Y','Y','2'
'I','4B1AFD','DR-400','HB-KFT','','Y','Y','2'
'I','4B1B00','DR-400','HB-KFW','KFW','Y','Y','2'
'I','4B1B22','Motorplane','HB-KHE','KHE','Y','Y','2'
'F','4B1B2C','DR-400','HB-KHO','','Y','Y','2'
'I','4B1B37','DR-400','HB-KHZ','KHZ','Y','Y','2'
'I','4B1B47','Husky A-1','HB-KIP','KIP','Y','Y','2'
'I','4B1B50','DR-400','HB-KIY','','Y','Y','2'
'F','4B1B88','DR-400','HB-KLC','KLC','Y','Y','2'
'I','4B1B8A','DR-400','HB-KLE','','Y','Y','2'
'F','4B1B8C','DR-400','HB-KLG','KLG','Y','Y','2'
'F','4B1B92','DR-400','HB-KLM','','Y','Y','2'
'I','4B1B99','DR-400','HB-KLT','','Y','Y','2'
'I','4B1B9F','DR-400','HB-KLZ','KLZ','Y','Y','2'
'I','4B1BA4','Husky A-1','HB-KME','KME','Y','Y','2'
'I','4B1BA5','Tecnam  P2002 JF','HB-KMF','KMF','Y','Y','2'
'F','4B1BA6','Cessna 152','HB-KMG','','Y','Y','2'
'I','4B1BA7','Motorplane','HB-KMH','KMH','Y','Y','2'
'I','4B1BA8','Tecnam  P2002 JF','HB-KMi','KMI','Y','Y','2'
'I','4B1BA9','Tecnam  P2002 JF','HB-KMJ','KMJ','Y','Y','2'
'I','4B1BAA','Tecnam  P2002 JF','HB-KMK','KMK','Y','Y','2'
'I','4B1BAE','Cirrus SR22','HB-KMO','FOC','Y','Y','2'
'I','4B1BAF','Cirrus SR22','HB-KMP','FOC','Y','Y','2'
'I','4B1BD9','DR-400','HB-KOF','KOF','Y','Y','2'
'I','4B1BE3','Motorplane','HB-KOP','','Y','Y','2'
'I','4B1BE8','Motorplane','HB-KOU','KOU','Y','Y','2'
'I','4B1BEA','DR-400','HB-KOW','','Y','Y','2'
'I','4B1BEB','Motorplane','HB-KOX','KOX','Y','Y','2'
'I','4B1BEE','Motorplane','HB-KPA','KPA','Y','Y','2'
'I','4B1BF2','Motorplane','HB-KPE','','Y','Y','2'
'I','4B1F9D','Diamond DA42','HB-LZH','FOC','Y','Y','2'
'I','4B21A1','Motorplane','HB-MTD','','Y','Y','2'
'I','4B24FE','Piper J-3 Cub','HB-OAG','','Y','Y','2'
'I','4B2534','Piper J-3 Cub','HB-OCI','OCI','Y','Y','2'
'F','4B2590','Piper J-3 Cub','HB-OFW','OFW','Y','Y','2'
'I','4B25BB','PA-28','HB-OHN','OHN','Y','Y','2'
'F','4B262C','PA-18 Super Cub','HB-OLW','','Y','Y','2'
'F','4B264A','PA-18 Super Cub','HB-ONA','ONA','Y','Y','2'
'F','4B26B9','PA-18 Super Cub','HB-ORH','RH','Y','Y','2'
'F','4B26BD','PA-18 Super Cub','HB-ORL','ORL','Y','Y','2'
'I','4B26C8','PA-18 Super Cub','HB-ORW','RW','Y','Y','2'
'I','4B271C','Motorplane','HB-OVC','OVC','Y','Y','2'
'I','4B275F','Piper J-3 Cub','HB-OXR','OXR','Y','Y','2'
'I','4B2797','PA-28','HB-OZV','OZV','Y','Y','2'
'I','4B27B3','PA-18 Super Cub','HB-PAX','','Y','Y','2'
'I','4B27BD','PA-28','HB-PBH','PBH','Y','Y','2'
'I','4B27CB','PA-28','HB-PBV','PBV','Y','Y','2'
'I','4B27F5','PA-18 Super Cub','HB-PDL','PDL','Y','Y','2'
'I','4B27FE','PA-28','HB-PDU','','Y','Y','2'
'I','4B2816','PA-28','HB-PES','','Y','Y','2'
'F','4B281C','PA-28','HBPEY','PEY','Y','Y','2'
'I','4B2834','PA-25 Pawnee','HB-PFW','PFW','Y','Y','2'
'I','4B2839','PA-28','HB-PGB','','Y','Y','2'
'I','4B2865','PA-28','HB-PHT','PHT','Y','Y','2'
'F','4B2867','PA-28','HBPHV','PHV','Y','Y','2'
'I','4B2872','PA-28','HB-PIG','PIG','Y','Y','2'
'I','4B2881','PA-28','HB-PIV','PIV','Y','Y','2'
'I','4B28A4','PA-28','HB-PKE','','Y','Y','2'
'I','4B28A6','PA-28','HB-PKG','','Y','Y','2'
'I','4B28A8','PA-18 Super Cub','HB-PKI','PKI','Y','Y','2'
'I','4B28B7','PA-28','HB-PKX','','Y','Y','2'
'I','4B28CA','PA-18 Super Cub','HB-PLQ','PLQ','Y','Y','2'
'I','4B28D6','PA-28','HB-PMC','PMC','Y','Y','2'
'I','4B28D9','PA-28','HB-PMF','PMF','Y','Y','2'
'I','4B28DA','PA-28','HB-PMG','PMG','Y','Y','2'
'I','4B28DB','PA-28','HB-PMH','','Y','Y','2'
'I','4B28DC','PA-28','HB-PMI','PMI','Y','Y','2'
'I','4B28EF','PA-28','HB-PNB','PNB','Y','Y','2'
'I','4B28FA','PA-28','HB-PNM','PNM','Y','Y','2'
'I','4B28FB','PA-28','HB-PNN','PNN','Y','Y','2'
'I','4B2902','PA-18 Super Cub','HB-PNU','NU','Y','Y','2'
'I','4B290A','PA-28','HB-POC','POC','Y','Y','2'
'I','4B290C','PA-28','HB-POE','POE','Y','Y','2'
'I','4B290D','PA-28','HB-POF','POF','Y','Y','2'
'I','4B291C','PA-18 Super Cub','HB-POU','POU','Y','Y','2'
'I','4B291F','PA-28','HB-POX','POX','Y','Y','2'
'I','4B2927','PA-28','HB-PPF','PPF','Y','Y','2'
'I','4B2928','PA-28','HB-PPG','PPG','Y','Y','2'
'I','4B292C','PA-28','HB-PPK','PPK','Y','Y','2'
'I','4B292F','PA-28','HB-PPN','','Y','Y','2'
'I','4B2935','PA-28','HB-PPT','PPT','Y','Y','2'
'I','4B293F','PA-28','HB-PQD','PQD','Y','Y','2'
'I','4B2944','PA-28','HB-PQI','PQI','Y','Y','2'
'I','4B2947','PA-28','HB-PQL','PQL','Y','Y','2'
'F','4B294E','PA-28','HB-PQS','','Y','Y','2'
'I','4B2954','PA-28','HB-PQY','','Y','Y','2'
'I','4B2961','PA-28','HB-PRL','PRL','Y','Y','2'
'I','4B2971','PA-28','HB-PSB','PSB','Y','Y','2'
'I','4B2EBA','Motorplane','HB-RSC','SCO','Y','Y','2'
'I','4B2FC7','DA20 Katana','HB-SCL','SCL','Y','Y','2'
'I','4B2FC9','DA20 Katana','HB-SCN','SCN','Y','Y','2'
'I','4B2FCB','DA20 Katana','HB-SCP','SCP','Y','Y','2'
'I','4B2FCE','DA20 Katana','HB-SCS','SCS','Y','Y','2'
'I','4B2FD0','DA20 Katana','HB-SCU','SCU','Y','Y','2'
'I','4B2FD5','DA20 Katana','HB-SCZ','SCZ','Y','Y','2'
'I','4B2FDE','DA20 Katana','HB-SDI','','Y','Y','2'
'I','4B2FDF','DA20 Katana','HB-SDJ','SDJ','Y','Y','2'
'I','4B301C','Aquila A210','HB-SFS','SFS','Y','Y','2'
'I','4B301E','Aquila A210','HB-SFU','SFU','Y','Y','2'
'I','4B3021','Aquila A210','HB-SFX','SFX','Y','Y','2'
'I','4B3029','DA20 Katana','HB-SGF','SGF','Y','Y','2'
'I','4B302A','DA20 Katana','HB-SGG','SGG','Y','Y','2'
'I','4B302B','DA20 Katana','HB-SGH','SGH','Y','Y','2'
'I','4B302C','DA20 Katana','HB-SGI','SGI','Y','Y','2'
'I','4B3030','DA20 Katana','HB-SGM','SGM','Y','Y','2'
'I','4B3037','Aquila A210','HB-SGT','SGT','Y','Y','2'
'I','4B3038','Aquila A210','HB-SGU','SGU','Y','Y','2'
'I','4B303D','Aquila A210','HB-SGZ','SGZ','Y','Y','2'
'I','4B30FA','Jodel D112','HB-SOG','SOG','Y','Y','2'
'I','4B3142','Motorplane','HB-SRA','SRA','Y','Y','2'
'F','4B327A','Cessna 172','HB-TDA','','Y','Y','2'
'I','4B327B','Cessna 172','HB-TDB','TDB','Y','Y','2'
'F','4B327C','Cessna 172','HBTDC','','Y','Y','2'
'F','4B327D','Cessna 172','HB-TDD','','Y','Y','2'
'I','4B328B','Cessna 182','HB-TDR','','Y','Y','2'
'I','4B3294','Cessna 172','HB-TEA','','Y','Y','2'
'I','4B3295','Cessna 172','HB-TEB','','Y','Y','2'
'I','4B334A','Cessna 172','HB-TLA','TLA','Y','Y','2'
'F','4B3510','Grumman AA-5','HB-UCM','UCM','Y','Y','2'
'I','4B36ED','Unknown','HB-UUV','','Y','Y','6'
'I','4B36F0','Motorplane','HB-UUY','UUY','Y','Y','2'
'F','4B3A22','DynAero MCR-01','HB-WAK','WAK','Y','Y','3'
'F','4B3A29','DynAero MCR-01','HBWAR','WAR','Y','Y','3'
'I','4B3A2B','DynAero MCR-4S','HB-WAT','WAT','Y','Y','2'
'I','4B3A2C','Motorplane','HB-WAU','WAU','Y','Y','2'
'F','4B3A32','DynAero MCR-01','HBWBA','WBA','Y','Y','3'
'I','4B3A82','Motorplane','HB-WEC','WEC','Y','Y','2'
'I','4B3AB4','Gyrocopter','HB-WGA','','Y','Y','3'
'I','4B3C8B','Remos GX','HB-WYD','WYD','Y','Y','3'
'I','4B3C8D','Remos GX','HB-WYF','WYF','Y','Y','3'
'I','4B3C8E','Remos GX','HB-WYG','WYG','Y','Y','3'
'I','4B3C99','Motorplane','HB-WYR','WYR','Y','Y','2'
'I','4B3C9B','Remos GX','HB-WYT','WYT','Y','Y','3'
'I','4B3CA0','Remos GX','HB-WYY','WYY','Y','Y','3'
'I','4B3CA9','Ultralight','HB-WZH','WZH','Y','Y','3'
'I','4B3CAF','WT9 Dynamic','HB-WZN','','Y','Y','3'
'I','4B3D94','Helicopter','HB-XII','AZE','Y','Y','4'
'I','4B3DB6','ENF 480','HB-XJQ','FEI','Y','Y','4'
'I','4B3DC4','Helicopter','HB-XKE','','Y','Y','4'
'F','4B3E0E','Helicopter','HB-XNA','XNA','Y','Y','4'
'I','4B3E65','AS 350','HB-XQJ','AGL','Y','Y','4'
'I','4B3E66','Robinson R22','HB-XQK','HSI','Y','Y','4'
'I','4B3E67','Robinson R44','HB-XQL','','Y','Y','4'
'I','4B3E74','Bell 407','HB-XQY','CHS','Y','Y','4'
'I','4B3EB6','AS 350','HB-ZNQ','SWH','Y','Y','4'
'I','4B3EDE','AS 350','HB-XVA','FOC','Y','Y','4'
'I','4B3EDF','AS 350','HB-XVB','AGL','Y','Y','4'
'I','4B3F2A','Bell 206','HB-XXY','CHS','Y','Y','4'
'I','4B3F50','Robinson R22','HB-XZK','AHB','Y','Y','4'
'I','4B3F93','Vans RV-12','HB-YBZ','YBZ','Y','Y','2'
'I','4B4013','Experimental','HB-YGX','YGX','Y','Y','1'
'F','4B4014','Experimental','HB-YGY','','Y','Y','1'
'I','4B401F','DynAero MCR-01','HB-YHJ','','Y','Y','3'
'I','4B4034','Europa XS','HB-YIE','YIE','Y','Y','2'
'I','4B405B','Motorplane','HB-YJR','YJR','Y','Y','2'
'I','4B4067','Vans RV-6a','HB-YKD','','Y','Y','2'
'I','4B407B','Helicopter','HB-YKX','','Y','Y','4'
'I','4B4086','Motorplane','HB-YLI','YLI','Y','Y','2'
'I','4B4089','Vans RV-6a','HB-YLL','YLL','Y','Y','2'
'I','4B408D','Experimental','HB-YLP','','Y','Y','1'
'F','4B409B','DynAero MCR-01','HBYMD','YMD','Y','Y','3'
'I','4B409F','Motorplane','HB-YMH','YMH','Y','Y','2'
'I','4B40A2','Helicopter','HB-YMK','','Y','Y','4'
'F','4B40AB','','','','Y','N','2'
'I','4B4137','Vans RV-12','HB-YSD','YSD','Y','Y','2'
'I','4B413B','Motorplane','HB-YSH','YSH','Y','Y','2'
'I','4B41CD','ArrowCopter','HB-YXX','','Y','Y','3'
'I','4B4211','AS 350','HB-ZAN','RFU','Y','Y','4'
'I','4B4216','Robinson R66','HB-ZAS','HSI','Y','Y','4'
'I','4B421F','EC 120','HB-ZBB','BBH','Y','Y','4'
'I','4B4223','Helicopter','HB-ZBF','','Y','Y','4'
'I','4B422A','MD 500','HB-ZBM','RFU','Y','Y','4'
'I','4B4238','EC 120','HB-ZCA','HLA','Y','Y','4'
'I','4B423D','AS 350','HB-ZCF','HLI','Y','Y','4'
'I','4B424F','AS 350','HB-ZCX','AZE','Y','Y','4'
'I','4B4251','AS 350','HB-ZCZ','AGL','Y','Y','4'
'I','4B4253','Robinson R22','HB-ZDB','ALP','Y','Y','4'
'I','4B4262','Cabri G2','HB-ZDQ','SWH','Y','Y','4'
'I','4B4268','Robinson R44','HB-ZDW','AHB','Y','Y','4'
'I','4B4271','EC 135','HB-ZEF','AGL','Y','Y','4'
'I','4B4274','AS 350','HB-ZEI','SWH','Y','Y','4'
'I','4B4278','Robinson R22','HB-ZEM','CHC','Y','Y','4'
'I','4B427B','EC 120','HB-ZEP','HLA','Y','Y','4'
'I','4B4286','Bell 206','HB-XXO','AHB','Y','Y','4'
'I','4B4292','EC 120','HB-ZFM','SWH','Y','Y','4'
'I','4B4296','Robinson R44','HB-ZFQ','','Y','Y','4'
'I','4B42AA','K1200','HB-ZGK','ZGK','Y','Y','4'
'I','4B42AB','Robinson R44','HB-ZGL','VAL','Y','Y','4'
'I','4B42B0','EC 120','HB-ZGQ','MFL','Y','Y','4'
'I','4B42B8','EC 120','HB-ZGY','RHE','Y','Y','4'
'I','4B42BA','AS 350','HB-ZHA','SWH','Y','Y','4'
'O','4B42BD','EC 120','HB-ZHD','BBH','Y','Y','4'
'I','4B42C4','Robinson R44','HB-ZHK','HZU','Y','Y','4'
'I','4B42C8','AS 350','HB-ZHO','HPA','Y','Y','4'
'I','4B42D2','AS 350','HB-ZHY','AGL','Y','Y','4'
'I','4B42D4','AS 350','HB-ZIA','AZE','Y','Y','4'
'I','4B42D8','EC 120','HB-ZIE','SWH','Y','Y','4'
'I','4B42DB','K1200','HB-ZIH','ZIH','Y','Y','4'
'I','4B42DE','','','','Y','N','4'
'I','4B42DF','AS 350','HB-ZIL','HAS','Y','Y','4'
'I','4B42E5','EC 135','HB-ZIR','AGL','Y','Y','4'
'I','4B42EF','EC 120','HB-ZJB','LAS','Y','Y','4'
'I','4B42F1','EC 135','HB-ZJD','ZJD','Y','Y','4'
'I','4B42F2','EC 135','HB-ZJE','ZJE','Y','Y','4'
'I','4B42F4','Robinson R44','HB-ZJG','HSI','Y','Y','4'
'I','4B42F9','Robinson R44','HB-ZJL','VAL','Y','Y','4'
'I','4B42FD','AS 350','HB-ZJP','SWH','Y','Y','4'
'I','4B4300','Robinson R44','HB-ZJS','VAL','Y','Y','4'
'I','4B4304','Robinson R44','HB-ZJW','HAS','Y','Y','4'
'I','4B4308','HU 269','HB-ZKA','','Y','Y','4'
'I','4B430D','EC 130','HB-ZKF','AZE','Y','Y','4'
'I','4B4310','Robinson R44','HB-ZKI','HZU','Y','Y','4'
'I','4B4311','Robinson R44','HB-ZKJ','VAL','Y','Y','4'
'I','4B4316','A 119','HB-ZKO','HLA','Y','Y','4'
'I','4B4318','EC 120','HB-ZKQ','HZU','Y','Y','4'
'I','4B431B','AS 350','HB-ZMC','SWH','Y','Y','4'
'I','4B4325','Robinson R44','HB-ZLD','','Y','Y','4'
'I','4B4326','Robinson R44','HB-ZLE','','Y','Y','4'
'I','4B432B','Cabri G2','HB-ZLJ','SWH','Y','Y','4'
'I','4B4332','Robinson R22','HB-ZLQ','','Y','Y','4'
'I','4B4333','EC 120','HB-ZLR','SWH','Y','Y','4'
'I','4B4334','Cabri G2','HB-ZLS','SWH','Y','Y','4'
'I','4B4339','Cabri G2','HB-ZLX','HLA','Y','Y','4'
'I','4B4343','EC 120','HB-ZMH','ALI','Y','Y','4'
'I','4B434B','Robinson R22','HB-ZMP','HSI','Y','Y','4'
'I','4B4352','Robinson R66','HB-ZMW','VAL','Y','Y','4'
'I','4B4356','AS 350','HB-ZNA','AGL','Y','Y','4'
'I','4B4358','AS 350','HB-ZNC','HLI','Y','Y','4'
'I','4B435A','Robinson R22','HB-ZNE','AHB','Y','Y','4'
'I','4B4362','EC 130','HB-ZNM','SWH','Y','Y','4'
'I','4B4365','AS 350','HB-ZNP','HLI','Y','Y','4'
'I','4B4367','AS 350','HB-ZNR','AGL','Y','Y','4'
'I','4B436C','Bell 407','HB-ZNW','ALI','Y','Y','4'
'I','4B4370','Cabri G2','HB-ZOA','SWH','Y','Y','4'
'I','4B4372','Robinson R44','HB-ZOC','FEI','Y','Y','4'
'I','4B437A','Robinson R66','HB-ZOK','MFL','Y','Y','4'
'I','4B4388','AS 350','HB-ZOY','AZE','Y','Y','4'
'I','4B438B','AS 350','HB-ZPB','AZE','Y','Y','4'
'I','4B438E','Robinson R44','HB-ZPE','ALP','Y','Y','4'
'I','4B438F','AS 350','HB-ZPF','AHB','Y','Y','4'
'I','4B4390','Robinson R22','HB-ZPG','ALP','Y','Y','4'
'F','4B4394','','','','N','N','4'
'I','4B439D','AS 350','HB-ZPT','SWH','Y','Y','4'
'I','4B439F','Robinson R66','HB-ZPV','SCO','Y','Y','4'
'I','4B43A3','Bell 206','HB-ZPZ','AHB','Y','Y','4'
'I','4B43AA','BK 117','HB-ZQG','RGA','Y','Y','4'
'I','4B43AB','BK 117','HB-ZQH','RGA','Y','Y','4'
'I','4B43AC','BK 117','HB-ZQI','RGA','Y','Y','4'
'I','4B43AD','BK 117','HB-ZQJ','RGA','Y','Y','4'
'I','4B43AF','BK 117','HB-ZQL','RGA','Y','Y','4'
'I','4B43B0','BK 117','HB-ZQM','RGA','Y','Y','4'
'I','4B43B1','BK 117','HB-ZQN','RGA','Y','Y','4'
'I','4B43BA','BK 117','HB-ZQM','RGA','Y','Y','4'
'I','4B43BE','BK 117','HB-ZRA','RGA','Y','Y','4'
'I','4B43BF','BK 117','HB-ZRB','RGA','Y','Y','4'
'I','4B43C0','BK 117','HB-ZRC','RGA','Y','Y','4'
'I','4B43C1','BK 117','HB-ZRD','RGA','Y','Y','4'
'I','4B43C2','BK 117','HB-ZRE','RGA','Y','Y','4'
'I','4B43C3','BK 117','HB-ZRF','RGA','Y','Y','4'
'I','4B43C7','AS 350','HB-ZRJ','RGA','Y','Y','4'
'I','4B43C8','EC 135','HB-ZRK','AGL','Y','Y','4'
'I','4B43C9','HU 369','HB-ZRL','LAS','Y','Y','4'
'I','4B43CB','A 109','HB-ZRN','RGA','Y','Y','4'
'I','4B43CC','EC 120','HB-ZRO','HLA','Y','Y','4'
'I','4B43CD','A 109','HB-ZRP','RGA','Y','Y','4'
'I','4B43CE','A 109','HB-ZRQ','RGA','Y','Y','4'
'I','4B43CF','A 109','HB-ZRR','RGA','Y','Y','4'
'I','4B43D0','A 109','HB-ZRS','RGA','Y','Y','4'
'I','4B43D1','A 109','HB-ZRT','RGA','Y','Y','4'
'I','4B43D2','A 109','HB-ZRU','RGA','Y','Y','4'
'I','4B43D4','A 109','HB-ZRW','RGA','Y','Y','4'
'I','4B43D5','A 109','HB-ZRX','RGA','Y','Y','4'
'I','4B43D6','A 109','HB-ZRY','RGA','Y','Y','4'
'I','4B43D7','A 109','HB-ZRZ','RGA','Y','Y','4'
'I','4B43D8','Robinson R44','HB-ZSA','MFL','Y','Y','4'
'I','4B43D9','Robinson R66','HB-ZSB','','Y','Y','4'
'I','4B43DA','Robinson R44','HB-ZSC','VAL','Y','Y','4'
'I','4B43DB','Robinson R22','HB-ZSD','GHS','Y','Y','4'
'I','4B43E0','','','','N','Y','4'
'I','4B43E5','','','','N','Y','4'
'I','4B43E6','AS 350','HB-ZSO','FOC','Y','Y','4'
'I','4B43E8','Helicopter','HB-ZSQ','SCO','Y','Y','4'
'I','4B43E9','HU 369','HB-ZSR','RFU','Y','Y','4'
'I','4B43EC','Helicopter','HB-ZSU','AZE','Y','Y','4'
'I','4B43F3','A 109','HB-ZTB','ASA','Y','Y','4'
'I','4B43F4','Robinson R44','HB-ZTC','CHC','Y','Y','4'
'I','4B43F5','Robinson R44','HB-ZTD','ALP','Y','Y','4'
'I','4B43F7','Robinson R44','HB-ZTF','','Y','Y','4'
'I','4B43FD','Helicopter','HB-ZTL','ZTL','Y','Y','4'
'I','4B43FF','EC 130','HB-ZTN','','Y','Y','4'
'I','4B4400','AS 350','HB-ZTO','SWH','Y','Y','4'
'I','4B4401','Robinson R66','HB-ZTP','CHC','Y','Y','4'
'I','4B4405','Cabri G2','HB-ZTT','HLT','Y','Y','4'
'I','4B4408','K1200','HB-ZTW','ZTW','Y','Y','4'
'I','4B441D','Robinson R66','HB-ZUR','RFU','Y','Y','4'
'I','4B441F','AS 350','HB-ZUT','AGL','Y','Y','4'
'I','4B4427','Robinson R44','HB-ZVB','VAL','Y','Y','4'
'I','4B4428','Robinson R66','HB-ZVC','VAL','Y','Y','4'
'I','4B442C','A 109','HB-ZVG','ZVG','Y','Y','4'
'I','4B4438','AS 350','HB-ZVS','AZE','Y','Y','4'
'I','4B443E','A 109','HB-ZSM','ZSM','Y','Y','4'
'I','4B443F','Robinson R66','HB-ZVZ','SCO','Y','Y','4'
'I','4B4441','EC 120','HB-ZWB','RFU','Y','Y','4'
'I','4B4447','Helicopter','HB-ZWH','ALP','Y','Y','4'
'I','4B444A','Robinson R66','HB-ZWK','ZWK','Y','Y','4'
'I','4B444D','Robinson R44','HB-ZWN','ALP','Y','Y','4'
'I','4B4451','Bell 206','HB-ZWR','RFU','Y','Y','4'
'I','4B4453','AS 350','HB-ZWT','ZWT','Y','Y','4'
'I','4B4476','EC 120','HB-ZYC','SWH','Y','Y','4'
'I','4B4480','HU 369','HB-ZYM','','Y','Y','4'
'I','4B4487','Robinson R66','HB-ZYT','','Y','Y','4'
'I','4B448C','Cabri G2','HB-ZYY','HLT','Y','Y','4'
'I','4B461D','OldTimer','HB-374','','Y','Y','1'
'I','4B4695','OldTimer','HB-494','','Y','Y','1'
'I','4B4733','Ka-7','HB-652','652','Y','Y','1'
'I','4B473E','Ka-8','D-2663','','Y','Y','1'
