#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,AIRCRAFT_TYPE
'F','DDF006','LS-4','D-6199','W3','Y','Y','1'
'F','DDF008','LS-4','HB-1564','7V','Y','Y','1'
'F','DDF009','Duo Discus','F-CBPB','PB','Y','Y','1'
'F','DDF00A','LS-4','HB-1641','8V','Y','Y','1'
'F','DDF00B','SZD-55','HB-3118','HL','Y','Y','1'
'F','DDF00E','LS-3','PH-691','GY','Y','Y','1'
'F','DDF00F','Hornet','F-CPOL','H1','Y','Y','1'
'F','DDF010','Arcus T','D-KKCA','Z9','Y','Y','1'
'F','DDF014','ASH-31 MI','D-KKCW','CW','Y','Y','1'
'F','DDF015','Discus 2cT','D-KKKC','3KC','Y','Y','1'
'F','DDF016','DG-500','HB-3354','','Y','Y','1'
'F','DDF017','DG-400','D-TWWB','P7','Y','Y','1'
'F','DDF018','ASH-25','F-CHHO','','Y','Y','1'
'F','DDF01A','SZD-55','HB-3459','PU','Y','Y','1'
'F','DDF01B','LS-4','PH-1595','S5','Y','Y','1'
'F','DDF01D','Duo Discus','D-1043','YD','Y','Y','1'
'F','DDF01F','LS-4 W','F-COKE','','Y','Y','1'
'F','DDF020','JS-1 B Revelation','','DZ','Y','Y','1'
'F','DDF022','ASH-26 E','D-KAPP','App','Y','Y','1'
'F','DDF027','A380','D-4018','A3','Y','Y','1'
'F','DDF028','ASH-26 E','HB-2316','MF','Y','Y','1'
'F','DDF029','Duo Discus t','OY-XHZ','V4','Y','Y','1'
'F','DDF02B','Nimbus 3DM','LV-ELO','JJ','Y','Y','1'
'F','DDF02D','Discus 2c','D-KWFE','','Y','Y','1'
'F','DDF030','Duo Discus','F-CHTJ','TJ','Y','Y','1'
'F','DDF032','Nimbus 3','VH-MMD','','Y','Y','1'
'F','DDF035','Silent 2 Electro','','BQ','Y','Y','1'
'F','DDF037','Janus CT','D-KMIM','IM','Y','Y','1'
'F','DDF038','LS-3','D-3927','NH','Y','Y','1'
'F','DDF039','Duo Discus xlt','SE-UYC','','Y','Y','1'
'F','DDF03C','LS-4','PH-905','MZ','Y','Y','1'
'F','DDF03D','Cirrus Std','OK-0922','WY','Y','Y','1'
'F','DDF040','Cirrus','OK-1177','ZL','Y','Y','1'
'F','DDF041','ASW-19','OE-5228','28','Y','Y','1'
'F','DDF045','LS-6','G-LSED','126','Y','Y','1'
'F','DDF046','ASW-22 BL','D-2255','KS','Y','Y','1'
'F','DDF047','Janus C','EC-GXB','XB','Y','Y','1'
'F','DDF048','Discus 2c','F-CVML','ML','Y','Y','1'
'F','DDF052','','','','Y','N','1'
'F','DDF056','Libelle Club','S5-3053','31','Y','Y','1'
'F','DDF058','Discus','OM-0371','3D','Y','Y','1'
'F','DDF05B','Discus','OY-XUF','UF','Y','Y','1'
'F','DDF05C','LS-4 W','F-CMDA','SDA','Y','Y','1'
'F','DDF05D','JS-1 C21','D-KJEB','EB','Y','Y','1'
'F','DDF05F','Duo Discus x','D-9004','PK','Y','Y','1'
'F','DDF060','LS-6 18','HB-3146','OY','Y','Y','1'
'F','DDF061','Discus','G-DFMG','NM','Y','Y','1'
'F','DDF064','ASW-20','D-3861','JPS','Y','Y','1'
'F','DDF066','Duo Discus t','OK-2016','ZS','Y','Y','1'
'F','DDF069','LS-6','W75','W75','Y','Y','1'
'F','DDF06B','LS-8','G-CJTM','418','Y','Y','1'
'F','DDF06C','JS-1 C21','D-5155','55','Y','Y','1'
'F','DDF06D','DG-808 B','LV-EMV','MV','Y','Y','1'
'F','DDF06E','ASW-27','G-CJJT','933','Y','Y','1'
'F','DDF071','Silent 2 Electro','D-MANS','AS','Y','Y','1'
'F','DDF076','LS-4','D-0567','CE','Y','Y','1'
'F','DDF077','HPH 304S Shark','G-DLUT','LUT','Y','Y','1'
'F','DDF078','LS-4','D-9018','','Y','Y','1'
'F','DDF07A','Ventus ct','D-KFAD','JR','Y','Y','1'
'F','DDF07B','DG-1000 T','PH-1355','RET','Y','Y','1'
'F','DDF07D','Arcus T','OY-WKX','VK','Y','Y','1'
'F','DDF07E','ASG-32 MI','D-KHOG','TB','Y','Y','1'
'F','DDF07F','Ventus 3T','D-KHBT','2X','Y','Y','1'
'F','DDF082','ASG-29','F-CBPG','FB1','Y','Y','1'
'F','DDF084','HPH 304S Shark','OK-7393','TS','Y','Y','1'
'F','DDF085','ASG-29E','G-IIOO','MC','Y','Y','1'
'F','DDF086','ASH-25 MI','D-BUEE','HG','Y','Y','1'
'F','DDF087','Ventus 2cM','','OZ','Y','Y','1'
'F','DDF089','Arcus M','D-KKEX','ET','Y','Y','1'
'F','DDF08A','ASH-31 MI','D-KDGG','GG','Y','Y','1'
'F','DDF08C','Nimbus 3','OK-0330','12','Y','Y','1'
'F','DDF08E','ASG-32 MI','OK-2033','DX','Y','Y','1'
'F','DDF08F','LAK-17 A','','VG','Y','Y','1'
'F','DDF092','LS-8 st 18','D-KUNT','HM','Y','Y','1'
'F','DDF093','Ventus c','OK-2112','WL','Y','Y','1'
'F','DDF094','DG-800','D-KXVH','VH','Y','Y','1'
'F','DDF095','Nimbus 3','HA-3174','CC','Y','Y','1'
'F','DDF098','Arcus M','D-KXSI','7L','Y','Y','1'
'F','DDF09B','UFO','OK-5513','D3','Y','Y','6'
'F','DDF09E','JS-1 C18 Evo','D-KBAH','AS','Y','Y','1'
'F','DDF09F','LAK-17B FES','G-CLTX','LTX','Y','Y','1'
'O','DDF0A0','VSO-10','TEST2','','Y','Y','1'
'F','DDF0A1','Discus 2cT','D-KDCC','CC','Y','Y','1'
'F','DDF0A3','DG-1000','D-9210','','Y','Y','1'
'F','DDF0A5','Ventus 2cM','ZT-GNX','NX','Y','Y','1'
'F','DDF0A6','Supermarine Spitfire','OM-7272','EL','Y','Y','2'
'F','DDF0A7','ASW-20','G-CJHZ','G41','Y','Y','1'
'F','DDF0AA','LS-6','D-8110','TR','Y','Y','1'
'F','DDF0AD','Discus','D-1816','EY','Y','Y','1'
'F','DDF0AF','DG-1000 T','G-WYVN','12','Y','Y','1'
'F','DDF0B0','LS-4','HB-3076','OX','Y','Y','1'
'F','DDF0B1','ASG-29E','D-KHCI','E3','Y','Y','1'
'F','DDF0B3','LS-8 18','OY-XXO','LS8','Y','Y','1'
'F','DDF0B5','Silent 2 Electro','HB-5512','','Y','Y','1'
'F','DDF0B6','Ventus 2cxT','OK-5999','JS','Y','Y','1'
'F','DDF0B7','Duo Discus xt','G-CKKY','440','Y','Y','1'
'F','DDF0B8','Discus 2','D-8382','AY','Y','Y','1'
'F','DDF0BA','DG-808 C','HB-2608','808','Y','Y','1'
'F','DDF0BB','ASG-29E','G-CKOO','7','Y','Y','1'
'F','DDF0BC','Duo Discus xlt','F-CIDM','DM','Y','Y','1'
'F','DDF0BD','LS-4','PH-1587','8M','Y','Y','1'
'F','DDF0BE','ASH-31 MI','PH-1467','31','Y','Y','1'
'F','DDF0BF','Elfe S4','HB-902','92','Y','Y','1'
'F','DDF0C0','Nimbus 4DM','D-KRME','MF','Y','Y','1'
'F','DDF0C1','DG-808 C','D-KTHM','H1','Y','Y','1'
'F','DDF0C3','ASG-29E','OH-975','WS','Y','Y','1'
'F','DDF0C4','LS-4','HB-3011','OV','Y','Y','1'
'F','DDF0D0','Duo Discus','F-CIME','ME','Y','Y','1'
'F','DDF0D4','Discus 2cT','G-FESX','X','Y','Y','1'
'F','DDF0D7','','','','N','Y','1'
'F','DDF0D8','JS-3 18M','D-KMTM','XM','Y','Y','1'
'F','DDF0D9','ASG-29E','G CKRV','607','Y','Y','1'
'F','DDF0DA','Arcus M','OM-9969','CAR','Y','Y','1'
'F','DDF0DB','Cirrus Std','','LM','Y','Y','1'
'F','DDF0DD','JS-3 18M','D-KGLI','JS3','Y','Y','1'
'F','DDF0DE','DG-1000','CC-ASZ','SZ','Y','Y','1'
'F','DDF0E2','Taurus','I-C816','FV','Y','Y','1'
'F','DDF0E3','LAK-17 B','HB-3445','','Y','Y','1'
'F','DDF0E7','JS-1 C18 Evo','F-CPAH','AH2','Y','Y','1'
'F','DDF0E8','ASW-20','LV-EOO','ZC','Y','Y','1'
'F','DDF0ED','ASG-29E','G-CLES','AB','Y','Y','1'
'F','DDF0EE','JS-3 18M','D-KSTM','AX','Y','Y','1'
'F','DDF0EF','DG-800','HB-3180','1G','Y','Y','1'
'F','DDF0F1','ASG-32 MI','HB-3497','3V','Y','Y','1'
'F','DDF0F2','Discus 2cT','G-CLUZ','XL5','Y','Y','1'
'F','DDF0F3','Ventus','D-KGCM','Y','Y','Y','1'
'F','DDF0F5','Ventus 2CXa','D-KBBX','BX','Y','Y','1'
'F','DDF0FA','ASG-29E','D-KNEV','BER','Y','Y','1'
'F','DDF0FB','ASH-26 E','SP-3975','PM','Y','Y','1'
'F','DDF0FC','JS-3 18M','D-KXBX','BX','Y','Y','1'
'F','DDF0FD','JS-3 18M','ZS GFC','OG','Y','Y','1'
'F','DDF0FE','JS-3 18M','ZS-GFF','LG','Y','Y','1'
'F','DDF101','Ventus 2CX','HB-3421','3L','Y','Y','1'
'F','DDF106','Ventus 2','D-5471','Ac4','Y','Y','1'
'F','DDF108','LS-4','D-3144','BC','Y','Y','1'
'F','DDF10E','LS-8 18','G-XWON','S8','Y','Y','1'
'F','DDF10F','DG-300','D-2108','','Y','Y','1'
'F','DDF110','','','','N','N','1'
'F','DDF111','Ventus ct','D-KHEM','KW','Y','Y','1'
'F','DDF113','LS-8','D-4872','X','Y','Y','1'
'F','DDF114','LS-10','G-CILS','TT','Y','Y','1'
'F','DDF115','Duo Discus xlt','','ER','Y','Y','1'
'F','DDF116','Ventus c','F-CGLY','','Y','Y','1'
'F','DDF117','LS-8 st 18','D-KBBR','BR','Y','Y','1'
'F','DDF119','DG-800','D-KOCP','XO','Y','Y','1'
'F','DDF11A','Discus','D-1764','BM','Y','Y','1'
'F','DDF11C','Duo Discus','HB-3390','','Y','Y','1'
'F','DDF11D','Ventus 2','F-CBIZ','Y','Y','Y','1'
'F','DDF11E','Discus 2','D-1666','IF','Y','Y','1'
'F','DDF11F','Ventus 2ct','F-CIJD','74','Y','Y','1'
'F','DDF120','Discus 2cT','D-KEBF','BV','Y','Y','1'
'F','DDF123','LS-8','HB-3377','N8','Y','Y','1'
'F','DDF126','ASW-20','D-6499','99','Y','Y','1'
'F','DDF12A','LS-8','D-8454','YL','Y','Y','1'
'F','DDF12B','Duo Discus xlt','D-KEBQ','BQ','Y','Y','1'
'F','DDF12C','Discus 2','F-CFDS','ET','Y','Y','1'
'F','DDF12E','Taurus','F-JxEL','xEL','Y','Y','1'
'F','DDF133','EB 28','DKOOL','13','Y','Y','1'
'F','DDF134','ASH-25 MI','D-KDOV','OV','Y','Y','1'
'F','DDF136','EB 29 D','D-KMWR','WR','Y','Y','1'
'F','DDF148','Ventus 2cxM','D-KTBA','LS','Y','Y','1'
'F','DDF16A','Libelle Std','D-0929','JC','Y','Y','1'
'F','DDF16C','JS-3 15M','ZT-GAA','FM','Y','Y','1'
'F','DDF16D','Arcus M','OM2323','TA3','Y','Y','1'
'F','DDF16E','Discus','D-1725','BD','Y','Y','1'
'F','DDF16F','Duo Discus t','D-KBVI','B6','Y','Y','1'
'F','DDF171','JS-3 15M','ZS-GFM','FQ','Y','Y','1'
'F','DDF8BF','ASW-20','OY-LUX','CB','Y','Y','1'
'F','DDF919','Ventus ct','G-NJET','JET','Y','Y','1'
'F','DDF91A','LS-8','L4','L4','Y','Y','1'
'F','DDF91B','PIK-20 B','VH-UKX','UKX','Y','Y','1'
'F','DDF91C','Pegase','DEVO','','Y','Y','1'
'F','DDF91F','Ventus bT','CC-PQW','QW','Y','Y','1'
'F','DDF922','Quintus','D-KWAB','XAB','Y','Y','1'
'F','DDF924','ASW-20','G-DEOJ','968','Y','Y','1'
'F','DDF925','DG-300','D-1891','CM','Y','Y','1'
'F','DDF926','SZD-51 Junior','HDU','HDU','Y','Y','1'
'F','DDF927','ASW-20','G CHYK','','Y','Y','1'
'F','DDF928','A380','D-8050','D3','Y','Y','1'
'I','DDF929','Nimbus 2 C','D-8747','','Y','Y','1'
'F','DDF92A','SF-25','D-KTIY','IY','Y','Y','1'
'F','DDF92E','LS-4','G-DEMG','EMG','Y','Y','1'
'F','DDF930','ASW-15','OK-3983','6Y','Y','Y','1'
'F','DDF931','ASK-21','D-7482','82','Y','Y','1'
'F','DDF933','LS-6','SP-3918','BB','Y','Y','1'
'F','DDF934','DR-400','G-OCGC','GC','Y','Y','2'
'F','DDF936','DG-300','G-CKRF','KRF','Y','Y','1'
'F','DDF93B','Discus','G-DHMP','HMP','Y','Y','1'
'F','DDF93C','Janus B','CC-K19W','19','Y','Y','1'
'F','DDF93E','Ka-8','G-CLUG','GD','Y','Y','1'
'O','DDF93F','Mini Nimbus','CC-KWE','WE','Y','Y','1'
'F','DDF941','LS-1 d','HI','OR','Y','Y','1'
'F','DDF943','SF-28','F-CEYN','','Y','Y','1'
'F','DDF944','Nimbus 4','CC-LWE','WE','Y','Y','1'
'F','DDF947','MS-893 Commodore','F-BNSX','SX','Y','Y','2'
'F','DDF948','Ka-8','D-8657','','Y','Y','1'
'F','DDF94B','DR-400','F-GABK','BK','Y','Y','2'
'F','DDF94D','Twin Astir II','F-CFYC','','Y','Y','1'
'F','DDF950','Jodel D18','F-JSLG','','Y','Y','2'
'F','DDF952','Towplane','F-PFDB','DB','Y','Y','2'
'F','DDF953','Towplane','F-BPDA','','Y','Y','2'
'F','DDF954','Astir Jeans','F-CFMT','MT','Y','Y','1'
'F','DDF955','MS-893 Commodore','F-BPMI','MI','Y','Y','2'
'F','DDF956','Twin Astir I','F-CKIM','','Y','Y','1'
'F','DDF95B','Twin Astir I','D-2388','F7','Y','Y','1'
'F','DDF95C','SF-28','F-CFJD','JD','Y','Y','1'
'F','DDF95E','Robinson R22','HB-XQK','HSI','Y','Y','4'
'F','DDF961','DG-400','D-KIKT','KT','Y','Y','1'
'F','DDF965','Twin Astir II','F-CFYN','','Y','Y','1'
'F','DDF967','Pilatus B4','CC-AJQ','JQ','Y','Y','1'
'F','DDF968','Pegase','F-CGFI','FI','Y','Y','1'
'F','DDF96D','Discus','F-CGGC','','Y','Y','1'
'F','DDF96E','Marianne','F-CGMS','','Y','Y','1'
'F','DDF96F','ASK-21','F-CITU','TU','Y','Y','1'
'F','DDF971','Marianne','F-CGTC','TC','Y','Y','1'
'F','DDF973','ASW-20','G-DERA','283','Y','Y','1'
'F','DDF97A','LS-4','F-CFZT','ZT','Y','Y','1'
'F','DDF97C','Astir Club','G-DEKF','EKF','Y','Y','1'
'F','DDF981','ASK-16','D-KAXA','AMH','Y','Y','1'
'F','DDF987','Towplane','F-PZAC','AC','Y','Y','2'
'F','DDF98C','LAK-19 T','F-CJPV','','Y','Y','1'
'F','DDF990','Twin Astir II','G-DEGN','EGN','Y','Y','1'
'F','DDF992','Alliance 34','F-CJBB','BB','Y','Y','1'
'F','DDF993','Astir CS','G-CHXM','HXM','Y','Y','1'
'F','DDF994','ASK-13','G-CHSM','HSM','Y','Y','1'
'F','DDF996','ASK-21','G-cjkz','R25','Y','Y','1'
'F','DDF997','Unknown','','','Y','Y','6'
'F','DDF999','Astir Club','G-CHUN','HUN','Y','Y','1'
'F','DDF99B','Pegase','F-CGSF','SF','Y','Y','1'
'F','DDF99C','SF-28','F-CFTM','TM','Y','Y','1'
'F','DDF99D','miniLAK','LY-GQR','GLN','Y','Y','1'
'F','DDF99E','ASK-21','G-CFYV','FYV','Y','Y','1'
'F','DDF9A0','Alliance 34','F-CIHH','HH','Y','Y','1'
'F','DDF9A2','ASK-21','G-EENK','ENK','Y','Y','1'
'F','DDF9A4','ASK-13','G-cjkt','R7','Y','Y','1'
'F','DDF9A5','Marianne','LH','LH','Y','Y','1'
'F','DDF9A6','Duo Discus t','G-CKKE','F Z','Y','Y','1'
'F','DDF9A7','Twin Astir II','G-DEWR','P70','Y','Y','1'
'F','DDF9AA','ASK-21','G-ckgk','R28','Y','Y','1'
'F','DDF9AB','ASK-23','G-CGCF','GCF','Y','Y','1'
'F','DDF9AC','PA-25 Pawnee','G-NYMF','','Y','Y','2'
'F','DDF9B1','DG-505','G-CHYE','913','Y','Y','1'
'F','DDF9B2','ASK-21','G-cjkj','R21','Y','Y','1'
'F','DDF9B3','LS-8 18','G-CJHY','LT','Y','Y','1'
'F','DDF9B4','Twin Astir II','G-CKRH','KRH','Y','Y','1'
'F','DDF9B6','Ka-8','G-DCMN','CMN','Y','Y','1'
'F','DDF9B9','Janus C','G-CJVV','J50','Y','Y','1'
'F','DDF9BB','DG-1000','F-CKKV','KV','Y','Y','1'
'F','DDF9BD','DG-200','G-CJDD','JDD','Y','Y','1'
'F','DDF9C3','Discus','G-CHOR','T19','Y','Y','1'
'F','DDF9C4','Astir CS-77','G-DDPO','DPO','Y','Y','1'
'F','DDF9C5','Ka-6 cr','F-CCAV','','Y','Y','1'
'F','DDF9C6','PA-18 Super Cub','CC-KWC','WC','Y','Y','2'
'F','DDF9C7','','','','N','N','1'
'F','DDF9C8','DG-500','G-CKNK','KNK','Y','Y','1'
'F','DDF9C9','ASK-21','LN-GIF','IF','Y','Y','1'
'F','DDF9CA','PA-18 Super Cub','CC-KWD','KWD','Y','Y','2'
'F','DDF9CB','Twin Astir II','F-CFYE','T84','Y','Y','1'
'F','DDF9CC','Astir CS','G-DDZU','DZU','Y','Y','1'
'F','DDF9CF','DG-400','D-KGGE','','Y','Y','1'
'F','DDF9D0','PIK-30','G-ODDF','P30','Y','Y','1'
'F','DDF9D1','Cirrus Std','G-CHXX','HXX','Y','Y','1'
'F','DDF9D2','Pilatus B4','CC-K15W','5W','Y','Y','1'
'F','DDF9D4','Marianne','F-CVVK','VK','Y','Y','1'
'F','DDF9D5','Pegase','G-CLGW','RN','Y','Y','1'
'F','DDF9D6','Mini Nimbus','CC-KWX','WX','Y','Y','1'
'F','DDF9D8','Ventus 2','CC-PQV','QV','Y','Y','1'
'F','DDF9D9','Cirrus','F-CEFV','FV','Y','Y','1'
'F','DDF9DB','MS-893 Commodore','F-BPMN','','Y','Y','2'
'F','DDF9DD','PA-18 Super Cub','CC-KWI','','Y','Y','2'
'F','DDF9DF','JS-1 C18 Evo','ZSGCW','EVO','Y','Y','1'
'F','DDF9E0','LS-4','F-XXJC','JC','Y','Y','1'
'F','DDF9E5','LS-8 18','','K8','Y','Y','1'
'F','DDF9E6','Pegase','F-CHFQ','PFQ','Y','Y','1'
'F','DDF9E8','Discus 2','D-4452','DOC','Y','Y','1'
'F','DDF9E9','ASK-13','F-CEAL','AL','Y','Y','1'
'F','DDF9EA','Duo Discus','D-1412','PS','Y','Y','1'
'F','DDF9EB','Twin Astir II','F-CFHU','T46','Y','Y','1'
'F','DDF9EE','Ka-6 cr','D-9030','30','Y','Y','1'
'F','DDF9EF','Twin Astir II','F-CFHY','','Y','Y','1'
'F','DDF9F1','DG-300','D-5984','JA','Y','Y','1'
'F','DDF9F2','Ventus cM','OK-3121','SNK','Y','Y','1'
'F','DDF9F3','LS-4','F-CESX','V60','Y','Y','1'
'F','DDF9FA','Cirrus','G-DCFK','','Y','Y','1'
'F','DDF9FB','DR-400','D-ELFS','FS','Y','Y','2'
'F','DDF9FC','Robinson R44','D-HSPR','','Y','Y','4'
'F','DDF9FD','DG-100','D-8057','34','Y','Y','1'
'F','DDF9FE','ASH-31 MI','','S2','Y','Y','1'
'F','DDFA03','Pegase','F-CGOB','OB','Y','Y','1'
'F','DDFA04','Ka-6 e','D-6976','','Y','Y','1'
'F','DDFA05','Unknown','D-0084','','Y','Y','6'
'F','DDFA06','LS-4 W','F-CMJO','JO','Y','Y','1'
'F','DDFA09','Marianne','F-CGME','ME','Y','Y','1'
'F','DDFA0B','Speed Astir II','D-7499','MY','Y','Y','1'
'F','DDFA0D','Blanik','CC-KWM','WM','Y','Y','1'
'F','DDFA0E','Twin Astir II','F-CFKS','KS','Y','Y','1'
'F','DDFA17','ASW-19','D-3754','50','Y','Y','1'
'F','DDFA18','Astir Jeans','F-CFMM','','Y','Y','1'
'F','DDFA19','Ventus 2cxT','GCKGA','370','Y','Y','1'
'F','DDFA1B','ASK-13','F-CEJW','JW','Y','Y','1'
'F','DDFA24','ASK-13','F-CERO','','Y','Y','1'
'F','DDFA26','LS-4','F-CHPB','XF','Y','Y','1'
'F','DDFA27','DG-500','F-CHJK','JK','Y','Y','1'
'F','DDFA2A','Pegase','F-CHGN','GN','Y','Y','1'
'F','DDFA2B','DG-300','D-0268','C','Y','Y','1'
'F','DDFA2C','Libelle Std','F-CDPS','707','Y','Y','1'
'F','DDFA2D','WA26 Squale','F-CDUR','','Y','Y','1'
'F','DDFA2E','Mosquito','F-CELT','M14','Y','Y','1'
'F','DDFA31','Jodel D140','F-BIZE','','Y','Y','2'
'F','DDFA33','Astir Jeans','MQFW','WMQ','Y','Y','1'
'F','DDFA3A','ASW-27','D-8518','MT','Y','Y','1'
'F','DDFA3B','DG-400','VH-GMD','MD','Y','Y','1'
'F','DDFA3D','Cessna 208','M-ZELL','ELL','Y','Y','2'
'F','DDFA3E','LS-8 18','D-2836','XH','Y','Y','1'
'F','DDFA3F','Pegase','F-CHEV','EV','Y','Y','1'
'F','DDFA40','Piccolo B','D-KTAW','AW','Y','Y','3'
'F','DDFA42','Pegase','F-CHKQ','KQ','Y','Y','1'
'F','DDFA45','Discus','D-1250','UJ','Y','Y','1'
'F','DDFA49','LS-6 18','D-7351','51','Y','Y','1'
'F','DDFA4A','Pegase','F-CGBP','BA','Y','Y','1'
'F','DDFA4D','RF 5 b','F-CBOT','','Y','Y','2'
'F','DDFA4F','Cessna 206','HA-SVA','SVA','Y','Y','2'
'F','DDFA52','DG-808 B','G-BYEC','23','Y','Y','1'
'F','DDFA55','Ka-6 e','F-CDYG','YG','Y','Y','1'
'F','DDFA5E','ASK-21','F-CBDU','DU','Y','Y','1'
'F','DDFA5F','LS-1 f','OK-3137','V2','Y','Y','1'
'F','DDFA61','Cirrus Std','F-CFDB','SW','Y','Y','1'
'F','DDFA6B','DG-100','D-2587','IJL','Y','Y','1'
'F','DDFA6C','Arcus T','D-KSBA','','Y','Y','1'
'F','DDFA6D','Janus C','CC-LWA','WA','Y','Y','1'
'F','DDFA6E','Pilatus B4','CC-K14W','14','Y','Y','1'
'F','DDFA70','Astir Jeans','D-2549','','Y','Y','1'
'F','DDFA71','ASK-23','D-5547','47','Y','Y','1'
'F','DDFA73','Ka-8','F-CBBN','','Y','Y','1'
'F','DDFA77','Cirrus Std','D-0967','BL','Y','Y','1'
'F','DDFA7B','Pilatus B4','CC-K1W','1W','Y','Y','1'
'F','DDFA7D','DG-500','G-CHNA','HNA','Y','Y','1'
'F','DDFA81','Ventus 2ct','CC-PQZ','QZ','Y','Y','1'
'F','DDFA87','LS-8','D-2496','MX','Y','Y','1'
'F','DDFA91','Mosquito','LN-GLM','LM','Y','Y','1'
'F','DDFA95','LS-1 c','D-1030','30','Y','Y','1'
'F','DDFA97','Astir Club','F-CFMK','MK','Y','Y','1'
'F','DDFA98','ASW-20','D-1803','NL','Y','Y','1'
'F','DDFA99','Ka-6 cr','D-8032','','Y','Y','1'
'F','DDFA9A','Ka-6 e','D-1233','H33','Y','Y','1'
'F','DDFA9C','Twin Astir I','F-CFBE','T05','Y','Y','1'
'F','DDFA9D','Astir CS-77','D-5914','14','Y','Y','1'
'F','DDFA9E','LS-4','F-CFZI','ZI','Y','Y','1'
'F','DDFA9F','ASW-20','F-CFLI','LI','Y','Y','1'
'F','DDFAA0','Pegase','VF','VF','Y','Y','1'
'F','DDFAA2','Twin Astir III','XJ','XJ','Y','Y','1'
'F','DDFAA3','Blanik','K11W','11','Y','Y','1'
'F','DDFAA4','SZD-51 Junior','HEK','HEK','Y','Y','1'
'F','DDFAA5','Discus','D-4805','YYX','Y','Y','1'
'F','DDFAA7','ASW-15','G-CHTC','HTC','Y','Y','1'
'F','DDFAAD','Ka-8','F-CMNA','NA','Y','Y','1'
'F','DDFAAE','Pegase','F-CHEG','B85','Y','Y','1'
'F','DDFAB1','SF-28','F-CFTN','','Y','Y','1'
'F','DDFAB3','MS-893 Commodore','F-BNSD','','Y','Y','2'
'F','DDFAB4','SF-25','F-COAG','','Y','Y','1'
'F','DDFAB5','SF-28','JH','JH','Y','Y','1'
'F','DDFAB8','Cirrus Std','G-DDZF','152','Y','Y','1'
'F','DDFAB9','Ikarus C42 B','F-JVJP','JP','Y','Y','3'
'F','DDFABC','Pilatus B4','CC-K16W','6W','Y','Y','1'
'F','DDFABF','LS-4','G-CKCB','MY','Y','Y','1'
'F','DDFAC0','LS-1 d','F-CEHT','HT','Y','Y','1'
'F','DDFAC1','LS-4','G-DETY','ETY','Y','Y','1'
'F','DDFAC3','Astir Club','F-CFMR','MR','Y','Y','1'
'F','DDFACF','RF 5','D-KATO','','Y','Y','2'
'I','DDFAD0','LS-4','LN-GLF','LF','Y','Y','1'
'F','DDFAD4','SF-28','F-CEYT','YT','Y','Y','1'
'F','DDFAD5','Blanik','CC-KWV','WV','Y','Y','1'
'F','DDFAD6','Mini Nimbus','CC-KWY','WY','Y','Y','1'
'F','DDFAD7','PA-18 Super Cub','CC-PRW','','Y','Y','2'
'F','DDFAD8','Unknown','F-AZGV','GV','Y','Y','6'
'F','DDFADA','Janus A','F-CEPB','PB','Y','Y','1'
'F','DDFADB','Nimbus 2 C','CC-PXY','XY','Y','Y','1'
'F','DDFADC','Alliance 34','F-CIHV','HV','Y','Y','1'
'F','DDFADF','Glasflugel 304','D-0950','','Y','Y','1'
'F','DDFAE0','LET L-33 Solo','CC-KWP','WP','Y','Y','1'
'F','DDFAE1','MS-893 Commodore','F-BMNT','','Y','Y','2'
'F','DDFAE3','Pegase','F-CGSH','SH','Y','Y','1'
'F','DDFAE4','Alliance 34','F-CJBA','','Y','Y','1'
'F','DDFAE5','SZD-50 Puchacz','D-7643','','Y','Y','1'
'F','DDFAE6','Baby','MO1','MO1','Y','Y','1'
'F','DDFAED','ASK-21','D-2719','AD','Y','Y','1'
'F','DDFAEE','Ventus','CC-LWD','WD','Y','Y','1'
'F','DDFAEF','ASK-21','F-CITV','','Y','Y','1'
'F','DDFAF4','PA-18 Super Cub','CC-KWQ','','Y','Y','2'
'F','DDFAF5','Midour','F-PVAV','AV','Y','Y','2'
'F','DDFAF6','SZD-41 Jantar Std','D-9407','','Y','Y','1'
'F','DDFAF8','Mini Nimbus','CC-K23W','23','Y','Y','1'
'F','DDFAF9','Pilatus B4','D-7500','XK','Y','Y','1'
'F','DDFAFA','Different Aircraft','BWFL1','1BW','Y','Y','1'
'F','DDFAFB','Phoenix','73PU','','Y','Y','3'
'F','DDFAFD','Ventus cM','D-KGSW','R1','Y','Y','1'
'F','DDFB00','LS-1 c','D-0725','','Y','Y','1'
'F','DDFB02','LAK-17 AT','D-KHSO','5B','Y','Y','1'
'F','DDFB03','Duo Discus','D-5776','RA','Y','Y','1'
'F','DDFB07','DR-400','D-EOHG','','Y','Y','2'
'F','DDFB09','WA30 Bijave','F-CCZI','ZI','Y','Y','1'
'F','DDFB0C','ASW-24 E','D-KKBM','MT','Y','Y','1'
'F','DDFB0F','Different Aircraft','BWFL2','2BW','Y','Y','1'
'F','DDFB10','ASW-20','F-CGKA','KA','Y','Y','1'
'F','DDFB11','Astir Jeans','F-CADO','','Y','Y','1'
'F','DDFB13','ASK-13','D-0240','RN','Y','Y','1'
'F','DDFB14','ASK-13','D-2377','','Y','Y','1'
'F','DDFB15','Maule M-7-235','D-EDGX','','Y','Y','2'
'F','DDFB17','Robinson R22','HB-ZMP','HSI','Y','Y','4'
'F','DDFB1C','M-200 Foehn','VH-GTG','','Y','Y','1'
